conv_rate,dist_nearest_edge,subduction_volume_km3y,carbonate_sediment_thickness,ocean_crust_carb_percent
9.01,18.06,0.1,81.01,1.9
9.02,18.81,0.1,81.01,1.99
8.93,13.04,0.08,107.08,1.73
8.95,13.54,0.09,104.31,1.73
8.88,10.97,0.08,99.9,1.49
8.9,11.63,0.09,103.31,1.63
8.88,10.97,0.08,99.9,1.49
8.9,11.45,0.09,103.31,1.63
8.9,11.45,0.09,103.31,1.63
8.73,6.37,0.03,23.35,0.45
8.8,8.31,0.07,79.51,1.4
2.23,6.01,0.0,20.17,0.86
8.8,8.46,0.04,79.51,1.4
8.8,8.46,0.04,79.51,1.4
8.86,10.11,0.06,89.47,1.42
8.84,9.41,0.06,89.47,1.42
8.86,10.11,0.06,89.47,1.42
8.83,9.23,0.06,89.47,1.4
8.86,10.11,0.06,89.47,1.42
8.95,13.7,0.09,104.31,1.73
8.9,11.45,0.09,103.31,1.63
8.94,13.37,0.09,104.31,1.73
8.97,14.67,0.1,98.64,1.78
2.16,4.2,0.0,54.96,1.34
2.17,4.35,0.01,54.96,1.34
2.01,0.08,0.02,103.23,1.63
2.01,0.08,0.02,103.23,1.63
2.01,0.08,0.02,103.23,1.63
2.01,0.08,0.02,103.23,1.63
2.01,0.08,0.02,103.23,1.63
2.05,1.08,0.02,101.72,1.61
2.06,1.27,0.02,101.72,1.61
2.03,0.53,0.02,103.23,1.63
2.01,0.08,0.02,103.23,1.63
2.01,0.08,0.02,103.23,1.63
2.01,0.08,0.02,103.23,1.63
2.17,4.5,0.01,54.96,0.86
2.2,5.2,0.01,54.96,0.86
2.23,5.88,0.0,20.17,0.86
2.23,5.88,0.0,20.17,0.86
2.17,4.35,0.01,54.96,1.34
2.17,4.35,0.01,54.96,1.34
2.03,0.53,0.02,103.23,1.63
2.17,4.35,0.01,54.96,1.34
2.17,4.35,0.01,54.96,1.34
2.23,5.88,0.0,20.17,0.86
2.23,5.88,0.0,20.17,0.86
2.17,4.5,0.01,54.96,0.86
2.17,4.5,0.01,54.96,0.86
2.21,5.55,0.0,20.17,0.86
9.04,21.98,0.12,56.27,2.02
9.03,22.37,0.13,53.11,2.03
2.59,1.68,0.04,126.89,2.0
8.4,17.16,0.11,99.63,2.03
8.97,29.84,0.13,32.75,2.22
8.82,27.81,0.12,39.09,2.19
8.97,14.86,0.1,89.99,1.8
2.01,0.08,0.02,101.17,1.58
7.7,6.6,0.04,78.18,1.56
2.96,1.76,0.0,136.32,1.59
2.38,2.66,0.04,48.68,2.7
8.05,11.52,0.1,99.98,1.78
9.02,26.21,0.13,41.04,2.17
8.91,31.26,0.14,33.31,2.17
8.68,23.21,0.1,64.72,2.13
9.02,18.81,0.1,75.25,1.99
8.72,6.13,0.01,19.14,0.83
8.88,11.13,0.07,93.58,1.59
2.17,4.35,0.01,45.37,0.83
7.59,4.96,0.03,52.43,1.48
3.08,2.99,0.01,136.32,1.42
3.13,3.57,0.0,73.05,1.42
2.9,1.21,0.04,136.32,1.59
2.91,1.32,0.03,136.32,1.59
2.49,2.8,0.04,48.68,2.7
2.96,1.71,0.02,136.32,1.59
2.17,0.1,0.03,51.68,2.75
2.29,1.68,0.04,48.68,2.7
7.83,8.46,0.06,100.8,1.56
7.88,9.26,0.04,100.8,1.82
8.26,14.84,0.1,100.97,1.77
8.03,11.32,0.1,116.09,1.79
8.49,18.92,0.11,70.78,2.07
8.36,16.39,0.1,99.63,1.75
8.23,14.26,0.1,101.07,1.77
8.79,26.45,0.11,51.04,2.21
9.03,24.3,0.12,50.65,2.16
9.03,24.67,0.12,48.79,2.16
9.02,26.02,0.13,41.04,2.17
9.0,28.16,0.14,38.63,2.2
8.97,29.84,0.13,32.75,2.22
9.0,27.97,0.14,38.63,2.2
8.93,31.8,0.14,33.31,2.17
8.95,30.73,0.13,32.75,2.17
8.86,29.33,0.12,36.3,2.18
8.88,29.9,0.12,33.31,2.18
8.9,30.69,0.14,33.31,2.17
8.94,31.43,0.13,32.75,2.17
8.6,21.27,0.11,64.72,2.08
8.55,20.09,0.11,68.49,2.05
8.77,25.69,0.11,51.04,2.21
8.72,24.16,0.1,208.08,2.14
8.82,27.81,0.12,39.09,2.19
9.0,17.12,0.1,86.28,1.9
9.03,20.39,0.12,72.96,2.0
9.03,23.74,0.12,50.65,2.16
9.02,19.01,0.12,75.25,1.99
9.03,20.79,0.12,70.96,2.02
8.98,15.42,0.1,89.99,1.9
9.01,17.68,0.1,75.25,1.99
8.88,10.97,0.08,93.58,1.59
8.94,13.21,0.09,105.16,1.66
8.76,7.31,0.06,77.57,1.04
8.83,9.23,0.06,85.97,1.44
2.2,5.2,0.0,19.14,0.83
2.01,0.08,0.02,101.17,1.58
2.03,0.53,0.02,101.17,1.58
2.04,0.7,0.02,99.8,1.58
2.2,5.37,0.0,19.14,0.83
2.17,4.35,0.01,45.37,0.83
2.21,5.55,0.0,19.14,0.83
7.73,7.12,0.06,78.18,1.56
7.64,5.72,0.04,52.43,1.48
7.67,6.16,0.03,52.43,1.48
7.64,5.72,0.04,52.43,1.48
3.13,3.57,0.0,73.05,1.42
7.59,4.96,0.03,52.43,1.48
3.13,3.57,0.0,73.05,1.42
3.07,2.85,0.02,136.32,1.42
3.08,2.99,0.01,136.32,1.42
3.08,2.99,0.01,136.32,1.42
2.95,1.62,0.03,136.32,1.59
2.96,1.71,0.02,136.32,1.59
3.0,2.2,0.05,136.32,1.59
2.84,0.71,0.05,136.32,1.59
7.56,4.35,0.03,73.05,1.48
3.08,2.99,0.01,136.32,1.42
2.5,2.61,0.04,48.68,2.7
2.29,1.68,0.04,48.68,2.7
2.87,0.96,0.04,136.32,1.59
2.55,2.05,0.04,49.45,2.0
2.95,1.62,0.03,136.32,1.59
2.91,1.32,0.03,136.32,1.59
2.9,1.21,0.04,136.32,1.59
2.43,3.25,0.04,48.68,2.7
2.89,1.08,0.04,136.32,1.59
2.96,1.76,0.0,136.32,1.59
2.96,1.71,0.02,136.32,1.59
2.95,1.62,0.03,136.32,1.59
2.91,1.32,0.03,136.32,1.59
2.35,2.27,0.04,48.68,2.7
2.23,0.89,0.03,51.68,2.75
2.45,3.19,0.04,48.68,2.7
2.35,2.27,0.04,48.68,2.7
2.38,2.66,0.04,48.68,2.7
2.28,1.48,0.04,48.68,2.7
2.17,0.1,0.03,51.68,2.75
2.17,0.1,0.03,51.68,2.75
2.22,0.69,0.03,51.68,2.75
2.17,0.1,0.03,51.68,2.75
7.75,7.31,0.06,96.99,1.56
7.71,6.76,0.05,78.18,1.56
7.79,7.96,0.05,96.99,1.56
7.77,7.65,0.05,96.99,1.56
7.83,8.46,0.06,100.8,1.56
7.97,10.42,0.07,100.8,1.79
7.9,9.52,0.09,100.8,1.81
8.1,12.31,0.1,99.98,1.78
8.09,12.11,0.1,99.98,1.78
8.03,11.32,0.1,116.09,1.79
8.33,16.0,0.1,99.63,1.75
8.36,16.39,0.1,99.63,1.75
8.29,15.23,0.1,100.97,1.77
8.09,12.11,0.1,99.98,1.78
7.88,9.15,0.05,100.8,1.82
7.97,10.42,0.07,100.8,1.79
7.97,10.42,0.07,100.8,1.79
8.47,18.53,0.11,70.78,2.07
8.38,16.77,0.1,99.63,1.82
8.44,17.94,0.1,70.78,2.03
8.05,11.52,0.1,99.98,1.78
8.29,15.23,0.1,100.97,1.77
8.31,15.61,0.1,99.63,1.75
8.11,12.5,0.1,100.69,1.76
8.24,14.46,0.1,101.07,1.77
8.11,12.5,0.1,100.69,1.76
8.83,28.19,0.12,39.09,2.18
8.82,27.62,0.09,39.09,2.19
8.82,27.81,0.12,39.09,2.19
8.77,25.69,0.11,51.04,2.21
9.03,25.24,0.12,48.79,2.16
9.03,23.55,0.12,53.11,2.16
9.03,23.74,0.12,50.65,2.16
9.03,24.49,0.12,50.65,2.16
9.02,25.43,0.13,48.79,2.16
9.02,26.02,0.13,41.04,2.17
9.02,25.43,0.13,48.79,2.16
9.01,27.19,0.13,41.04,2.18
9.0,27.97,0.14,38.63,2.2
9.01,26.99,0.13,41.04,2.18
8.98,29.13,0.13,35.69,2.22
8.97,29.84,0.13,32.75,2.22
8.99,28.95,0.14,35.69,2.22
8.97,29.66,0.13,32.75,2.22
8.99,28.75,0.14,35.69,2.22
8.99,28.75,0.14,35.69,2.22
9.01,26.99,0.13,41.04,2.18
9.0,27.77,0.14,38.63,2.2
8.96,30.55,0.13,32.75,2.17
8.96,30.2,0.13,32.75,2.22
8.93,31.77,0.13,32.75,2.17
8.92,31.62,0.14,33.31,2.17
8.93,31.77,0.13,32.75,2.17
8.93,31.77,0.13,32.75,2.17
8.88,29.9,0.12,33.31,2.18
8.88,30.1,0.14,33.31,2.18
8.88,30.1,0.14,33.31,2.18
8.84,28.57,0.12,36.3,2.18
8.85,28.95,0.12,36.3,2.18
8.87,29.52,0.12,36.3,2.18
8.9,30.69,0.14,33.31,2.17
8.91,31.08,0.14,33.31,2.17
8.88,30.1,0.14,33.31,2.18
8.9,30.89,0.14,33.31,2.17
8.91,31.08,0.14,33.31,2.17
8.96,30.37,0.13,32.75,2.22
8.96,30.37,0.13,32.75,2.22
8.93,31.8,0.14,33.31,2.17
8.95,31.08,0.13,32.75,2.17
8.91,31.08,0.14,33.31,2.17
8.86,29.33,0.12,36.3,2.18
8.46,18.33,0.11,70.78,2.07
8.52,19.5,0.11,70.78,2.07
8.49,18.92,0.11,70.78,2.07
8.55,20.09,0.11,68.49,2.05
8.63,21.85,0.11,64.72,2.08
8.6,21.27,0.11,64.72,2.08
8.58,20.68,0.11,68.49,2.08
8.75,25.31,0.11,51.04,2.21
8.73,24.54,0.11,51.04,2.14
8.82,27.62,0.09,39.09,2.19
8.78,26.07,0.11,51.04,2.21
8.72,24.16,0.1,208.08,2.14
8.7,23.78,0.1,208.08,2.14
8.73,24.73,0.11,51.04,2.21
8.68,23.02,0.1,64.72,2.13
8.83,28.19,0.12,39.09,2.18
8.82,27.81,0.12,39.09,2.19
8.52,19.5,0.11,70.78,2.07
8.63,21.85,0.11,64.72,2.08
8.58,20.68,0.11,68.49,2.08
8.75,25.12,0.11,51.04,2.21
8.72,24.16,0.1,208.08,2.14
8.82,27.62,0.09,39.09,2.19
8.94,13.54,0.09,111.95,1.68
8.99,15.99,0.1,89.99,1.9
9.01,18.06,0.1,75.25,1.99
9.02,19.4,0.12,75.25,1.99
9.03,20.19,0.12,72.96,2.0
9.03,21.38,0.12,70.96,2.02
9.03,21.98,0.13,53.11,2.03
9.03,21.19,0.12,70.96,2.02
9.03,22.97,0.13,53.11,2.05
9.02,26.41,0.13,41.04,2.17
9.01,27.38,0.13,41.04,2.18
9.03,25.24,0.12,48.79,2.16
9.02,25.43,0.13,48.79,2.16
9.03,22.57,0.13,53.11,2.03
9.03,24.11,0.12,50.65,2.16
9.03,20.59,0.12,70.96,2.02
9.03,21.38,0.12,70.96,2.02
9.02,19.01,0.12,75.25,1.99
9.02,19.6,0.12,72.96,2.0
9.02,19.01,0.12,75.25,1.99
9.03,19.8,0.12,72.96,2.0
9.0,17.31,0.1,86.28,1.9
9.01,18.25,0.1,75.25,1.99
8.97,15.05,0.1,89.99,1.8
8.99,16.37,0.1,89.99,1.9
8.98,15.61,0.1,89.99,1.9
9.0,17.12,0.1,86.28,1.9
9.0,16.74,0.1,86.28,1.9
9.02,18.62,0.1,75.25,1.99
9.01,18.06,0.1,75.25,1.99
9.02,18.81,0.1,75.25,1.99
8.93,13.04,0.09,105.16,1.66
8.94,13.54,0.09,111.95,1.68
8.88,10.97,0.08,93.58,1.59
8.9,11.63,0.09,100.14,1.59
8.88,11.13,0.07,93.58,1.59
8.89,11.45,0.09,100.14,1.59
8.89,11.45,0.09,100.14,1.59
8.72,6.25,0.03,31.51,0.49
8.8,8.31,0.07,85.97,1.44
8.71,6.01,0.01,19.14,0.83
8.8,8.46,0.04,85.97,1.44
8.8,8.46,0.04,85.97,1.44
8.86,10.11,0.07,88.71,1.46
8.83,9.23,0.06,85.97,1.44
8.86,10.11,0.07,88.71,1.46
8.83,9.23,0.06,85.97,1.44
8.86,10.11,0.07,88.71,1.46
8.95,13.7,0.09,111.95,1.68
8.89,11.45,0.09,100.14,1.59
8.94,13.37,0.09,111.95,1.68
8.97,14.67,0.1,89.99,1.8
2.16,4.2,0.0,45.37,1.31
2.17,4.35,0.01,45.37,0.83
2.01,0.08,0.02,101.17,1.58
2.01,0.08,0.02,101.17,1.58
2.01,0.08,0.02,101.17,1.58
2.01,0.08,0.02,101.17,1.58
2.01,0.08,0.02,101.17,1.58
2.05,1.08,0.02,99.8,1.59
2.06,1.27,0.02,99.8,1.59
2.03,0.53,0.02,101.17,1.58
2.01,0.08,0.02,101.17,1.58
2.01,0.08,0.02,101.17,1.58
2.01,0.08,0.02,101.17,1.58
2.17,4.35,0.01,45.37,0.83
2.2,5.2,0.0,19.14,0.83
8.71,5.89,0.01,19.14,0.83
8.71,5.89,0.01,19.14,0.83
2.17,4.35,0.01,45.37,0.83
2.17,4.35,0.01,45.37,0.83
2.03,0.53,0.02,101.17,1.58
2.17,4.35,0.01,45.37,0.83
2.17,4.35,0.01,45.37,0.83
8.71,5.89,0.01,19.14,0.83
8.71,5.89,0.01,19.14,0.83
2.17,4.5,0.01,45.37,0.83
2.18,4.82,0.01,45.37,0.83
2.21,5.55,0.0,19.14,0.83
9.03,21.98,0.13,53.11,2.03
9.03,22.37,0.13,49.67,2.05
2.6,1.68,0.04,50.85,1.95
8.42,17.74,0.1,67.73,2.03
8.96,29.84,0.13,31.27,2.17
8.82,28.0,0.12,34.91,2.17
8.97,14.86,0.1,83.9,1.82
2.01,0.08,0.01,98.92,1.57
7.69,6.6,0.04,69.89,1.57
2.97,1.76,0.0,114.02,1.45
2.41,2.86,0.04,50.85,2.69
8.04,11.52,0.1,101.36,1.79
9.01,26.21,0.13,35.85,2.21
8.91,31.26,0.14,31.29,2.17
8.67,23.21,0.1,58.38,2.15
9.01,18.81,0.1,70.37,2.0
8.72,6.13,0.03,13.64,0.8
8.88,11.13,0.06,92.4,1.55
2.16,4.35,0.01,34.17,0.8
7.57,4.81,0.03,73.25,1.52
3.09,2.99,0.01,114.02,1.52
3.13,3.45,0.02,114.02,1.52
2.91,1.21,0.04,114.02,1.45
2.95,1.52,0.03,114.02,1.45
2.51,2.61,0.04,50.85,2.69
2.97,1.71,0.02,114.02,1.45
2.18,0.1,0.03,49.15,2.74
2.32,1.87,0.04,48.32,2.69
7.83,8.62,0.05,100.5,1.83
7.87,9.26,0.04,100.5,1.83
8.26,14.84,0.1,97.3,1.78
8.01,11.12,0.1,101.36,1.81
8.48,18.92,0.11,67.73,2.08
8.35,16.39,0.1,95.82,2.03
8.22,14.26,0.1,97.4,1.78
8.78,26.45,0.11,34.91,2.18
9.03,24.3,0.12,47.34,2.14
9.02,24.67,0.12,45.84,2.17
9.02,26.02,0.13,35.85,2.21
8.99,28.16,0.14,32.96,2.19
8.96,29.84,0.13,31.27,2.17
8.99,27.97,0.14,32.96,2.19
8.92,31.8,0.14,31.29,2.17
8.95,30.73,0.14,31.27,2.17
8.85,29.14,0.12,32.14,2.17
8.87,29.9,0.13,31.29,2.17
8.9,30.89,0.14,31.29,2.17
8.93,31.26,0.13,31.27,2.17
8.59,21.27,0.11,64.16,2.11
8.54,20.09,0.11,64.16,2.11
8.75,25.5,0.11,51.0,2.18
8.71,24.16,0.1,128.83,2.15
8.81,27.62,0.09,34.91,2.17
9.0,17.12,0.1,79.87,1.93
9.02,20.39,0.12,68.48,2.02
9.03,23.74,0.12,47.34,2.14
9.02,19.01,0.12,70.37,2.0
9.03,20.79,0.12,66.08,2.04
8.97,15.42,0.1,83.9,1.93
9.0,17.68,0.1,70.37,2.0
8.88,10.97,0.07,92.4,1.55
8.93,13.21,0.08,99.84,1.65
8.76,7.31,0.06,76.08,1.14
8.83,9.23,0.07,86.97,1.49
2.2,5.18,0.01,13.64,0.8
2.01,0.08,0.01,98.92,1.57
2.03,0.53,0.01,98.92,1.57
2.04,0.7,0.02,97.71,1.57
8.69,5.36,0.02,13.64,0.8
2.16,4.35,0.01,34.17,0.8
8.69,5.55,0.02,13.64,0.8
7.71,6.94,0.05,69.89,1.57
7.63,5.72,0.05,69.89,1.52
7.66,6.3,0.04,69.89,1.52
7.63,5.72,0.05,69.89,1.52
3.15,3.62,0.01,114.02,1.52
7.57,4.81,0.03,73.25,1.52
3.13,3.45,0.02,114.02,1.52
3.08,2.85,0.02,114.02,1.52
3.09,2.99,0.01,114.02,1.52
3.09,2.99,0.01,114.02,1.52
2.97,1.71,0.02,114.02,1.45
2.97,1.71,0.02,114.02,1.45
3.01,2.2,0.04,114.02,1.45
2.85,0.71,0.05,114.02,1.45
7.54,4.35,0.04,73.25,1.52
3.09,2.99,0.01,114.02,1.52
2.53,2.42,0.04,50.85,2.69
2.32,1.87,0.04,48.32,2.69
2.9,1.08,0.04,114.02,1.45
2.84,0.54,0.05,114.02,1.45
2.97,1.71,0.02,114.02,1.45
2.95,1.52,0.03,114.02,1.45
2.9,1.08,0.04,114.02,1.45
2.48,2.99,0.04,50.85,2.69
2.9,1.08,0.04,114.02,1.45
2.97,1.76,0.0,114.02,1.45
2.97,1.76,0.0,114.02,1.45
2.97,1.71,0.02,114.02,1.45
2.93,1.42,0.03,114.02,1.45
2.37,2.46,0.04,48.32,2.69
2.27,1.28,0.04,48.32,2.69
2.48,2.99,0.04,50.85,2.69
2.37,2.46,0.04,48.32,2.69
2.43,3.05,0.04,50.85,2.69
2.32,1.87,0.04,48.32,2.69
2.18,0.1,0.03,49.15,2.74
2.2,0.3,0.03,49.15,2.74
2.24,0.89,0.03,49.15,2.74
2.18,0.1,0.03,49.15,2.74
7.75,7.48,0.05,90.16,1.83
7.7,6.76,0.05,69.89,1.57
7.8,8.28,0.06,90.16,1.83
7.76,7.65,0.05,90.16,1.83
7.83,8.62,0.05,100.5,1.83
7.96,10.42,0.07,101.36,1.83
7.89,9.52,0.09,101.36,1.83
8.09,12.31,0.1,96.51,1.79
8.09,12.31,0.1,96.51,1.79
8.02,11.32,0.1,101.36,1.81
8.33,16.0,0.1,95.82,2.03
8.35,16.39,0.1,95.82,2.03
8.28,15.23,0.1,97.3,1.78
8.08,12.11,0.1,96.51,1.79
7.87,9.15,0.05,100.5,1.83
7.96,10.42,0.07,101.36,1.83
7.96,10.42,0.07,101.36,1.83
8.45,18.33,0.11,67.73,2.08
8.37,16.77,0.1,95.82,2.03
